,id,category_tree
580,6735,Entertainment^Education-->land grabbing widespread bulldozer caught police seized two tippers pallikkal coconut area yesterday pallikkal panchayath land acquisition jawahar janardhan adoor dy
581,4243,Education^Entertainment-->london studying assamese revised citizenship act time digital desk two years two boys orao joined deoghoria hostel also roommates abhijit bora
582,2497,Entertainment^Air Travel-->thiruvabharana ghoshayatra completed devaswom president thiruvabharana procession related thiruvabharana procession makaravilakku festival
583,2498,Entertainment^Real Estate-->rs price cut vivo pro vivo pro previously rs previously rs rs rs second price cut gb storage models
584,5777,Entertainment^Air Travel-->tough year pakistan head coach misbah haq feels tough year test cricket south africa
585,4828,Real Estate^Religion & Spirituality-->entertainment meter starts th january january th january
586,4244,Food & Dining^Real Estate-->youth stabs girl tea plantation dumps body https
587,645,Real Estate^Music and Audio-->prakash javadekar union minister prakash javadekar upcoming movie chapakacam new delhi wednesday called jnu students amid support
588,,nan^Real Estate-->gods hotels put faith seeing india religious destinations companies like sterling holidays indian hotels company itc hotels religious new delhi chains ranging
589,447,Entertainment^Real Estate-->poorest live countries extremely poor people including india million countries
590,,nan^Entertainment-->important information housing plan shelter housing scheme provided vital information provide another opportunity state government rebuild houses
591,6342,Click^Music and Audio-->stopped whatsapp services whatsapp services around world went similar circumstances orgasm man online happiness movement also read
592,6541,News & Politics^Entertainment-->one sought treatment corona syndrome kalamassery medical college old returned long visit isolation ward december corona virus china
593,,nan^News & Politics-->sweet revenge league table mohun bagan merger fc goa faced yuvbharati stadium social media practice started attachment
594,3692,Entertainment^Automobiles-->million subscribers reliance jio reached million mumbai january reliance jio performance data increasing day december
595,,nan^Real Estate-->visakhapatnam opposition groups called jagan capital change beleagured pm already come
596,6910,Entertainment^Real Estate-->old man years mostly stay clean old iranian man cleanliness makes years
597,1066,Air Travel^CAN-->lawyer files contempt plea delhi high court lawyer aparna bhat delhi high court controversies around contempt petition actress
598,"""Know what Ratan Tata told the Supreme Court about Cyrus Mistry ET Bureau ",Real Estate^Real Estate-->football team jersey released mishrif sports grounds palakkad pravasi association football team participating kuwait city
599,,nan^Real Estate-->ravi shankar required infrastructure union territories thursday soon set
600,4428,Home & Garden^Real Estate-->international young player year main secretariat main jan
601,4429,Real Estate^Entertainment-->february common people think us industrialists financial situation financial crisis dire straits debt banglahunt desk
602,5010,Real Estate^Real Estate-->led india capable icc tournaments new delhi jan led indian side kohli dav virat kohli well capable icc tournaments
603,4829,News & Politics^Real Estate-->bradley cooper flaunts stunning body toned body tight white santa monica los angeles dailymail dot blue jeans
604,1474,Travel & Tourism^Real Estate-->fi calling fi network across airtel wi video calling give users
605,,nan^Entertainment-->japanese defence minister two defence ministe japanese counterpart taro kono defence minister rajnath singh regional security scenario thursday held telephonic conversation new delhi exchanged views
606,646,Entertainment^Click-->see parents protesting day meal khichuri insect school day meal khichuri time basirhat school demonstration parents staged incident haroa block friday afternoon anganwari center
607,2499,Religion & Spirituality^Banking & Finance-->pokcho act mother arrested studying th class th class student private school pokcho act daily
608,,nan^Entertainment-->loved ones anniversary celebration working hard towards completing years various fields general readers century th year
609,4830,Impression^Music and Audio-->lieutenant general pn hoon prime minister condoles prem nath hoon led operation meghdoot years old new delhi lieutenant general death
610,4431,Entertainment^Real Estate-->manassu close button sabarimala mb forest passageway daijiworld news
611,3084,DFP^Info Tech-->member family committed suicide made pregnant girl raped three committed suicide neighbor molested girl
612,,nan^Entertainment-->eating black carrots winter season special black carrot people start taking precautions winter comes facing troubles
613,448,Education^Real Estate-->gang rape case nbt news noida sector police station grade minor girl minor student superimposed sadarpur colony narcotic substance
614,,nan^Entertainment-->amazing indian team defeated sri lanka rahul saini sri lankan cricket team second match match series first match two teams canceled due
615,647,Entertainment^Online Services-->love aaj kal trailer honest reaction saif ali khan one bollywood star honest reaction
616,5012,News & Politics^Entertainment-->told sushil modi lies upcoming bihar assembly elections rashtriya janata dal poster war current nitish government political parties
617,4082,Entertainment^Education-->likely uptick auto infra next five years buoy steel demand likely deal infrastructure projects eas centre
618,862,Education ^Real Estate-->surat january shobhana rawal rawal himmat patel get married bizarre incident
619,1876,Air Travel^Real Estate-->bring economy back nirmala sitharaman budget various new delhi february budget presented
620,648,Hobbies & Interests^Entertainment-->himachal pradesh rallies snow rain himachal pradesh even little impact bharat bandh amid snow
621,5366,Entertainment^Entertainment-->right acting registrar debangshu roy time digital desk regular drama kalyani university january
622,6911,Entertainment^Health & Pharmaceutical-->leo horoscope january take careful steps business today due stamina avoid loss
